,SourceFile,Page,PageUtterances,PageSpeakers,PageEmotions,PagePanels,PageBalloons,FileNr,Split,ComicBookTitle,image_path
665,QC copy - 1643 - 23 American Vampire vol. 4 - AVC2 7.xlsx,11,"['NOW. FOR GETTING THERE…', 'THE ROCKET IS A TITAN II. IT\'LL HAVE TWO ASTRONAUTS --FRIENDS OF THE VMS --IN THE MAIN MODULE. THEY\'LL PILOT TO THE SATELLITE WITH THE AID OF SOMETHING CALLED A "" COMPUTER. "" IT\'S LIKE A SECOND BRAIN.', '"" LORD. WE SHOULD HAVE STOPPED AT THE HORSE. ""', '"" NOTED, SWEET. NOW JUST BEHIND THE MODULE IS A SMALL COMPARTMENT CALLED ( APPROPRIATELY ), A \' PINE BOX.\' JUST BIG ENOUGH TO FIT TWO OF US. WHO DON\'T NEED TO BREATHE. ""', ""#PTT# I'VE BEEN COFFINED ENOUGH IN MY LIFE, THANK YOU."", 'WELL LUCKILY, JOEL AND CALVIN WILL BE GOING UP. YOUR JOB IS ESSENTIALLY TO DO WHAT YOU DO BEST, LAY ABOUT LIKE AN ASSHOLE WHILE THEY DO THE HERO WORK.', 'WHATEVER YOU SAY, BOSSMAN.', ""GOOD. LET'S GET SOME REST. LAUNCH IS IN TWO DAYS…""]","['Cal', 'Cal', 'Skinner', 'Agent Bixby', 'Skinner', 'Agent Bixby', 'Skinner', 'Agent Bixby']","['[Neutral]', '[Neutral]', ""['Sadness']"", ""['Joy']"", ""['Disgust', 'Sadness']"", ""['Anger', 'Disgust']"", ""['Joy']"", ""['Joy']""]","[1, 1, 1, 1, 2, 2, 3, 4]","[1, 2, 3, 4, 1, 2, 1, 1]",1643,TEST,American Vampire vol. 4 - #7,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001643/images/page00011.jpg
666,QC copy - 1643 - 23 American Vampire vol. 4 - AVC2 7.xlsx,12,"['""… A LOT CAN GO TO HELL BETWEEN NOW AND THEN. ""', '@OTHERS WORRY THAT WITH THE PASSAGE OF THE VOTING RIGHTS ACT THIS PAST SUMMER, RACIAL VIOLENCE WILL ONLY ESCALATE. THE QUESTION SEEMS TO BE, IS THE COUNTRY READY FOR WHAT SOME SEE AS PROGRESS, OR WILL THESE DEVELOPMENTS CAST IT BACK INTO INTO EVEN MORE BLOODY--', 'WHAT IN…', ""LUCIA! TRAPP, KILL! WHAT ARE YOU GUYS DOING HERE? YOU'RE SUPPOSED TO BE IN ARKANSAS."", 'WE ARE! I MEAN NOT NOW, BUT WE ARE.', 'WE WERE JUST PASSING THROUGH WITH MR. AND MRS. HOPPS AND TRAPP--']","['Agent Bixby', 'unknown', 'Ms.Jones', 'Ms.Jones', 'Lucia', 'Trapp']","[""['Sadness']"", ""['Fear', 'Sadness']"", ""['Surprise']"", ""['Fear', 'Surprise']"", ""['Joy']"", ""['Joy']""]","[1, 1, 3, 3, 3, 3]","[1, 2, 1, 2, 3, 4]",1643,TEST,American Vampire vol. 4 - #7,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001643/images/page00012.jpg
667,QC copy - 1643 - 23 American Vampire vol. 4 - AVC2 7.xlsx,13,"['I JUST… I JUST NEEDED TO ASK YOU SOMETHING, PEARL…', 'OF COURSE, BIG MONSTER. WHAT IS IT?', 'WHY DID YOU GIVE US HOPE?', 'NO… NOT YOU… YOU WERE SAFE. I…', 'NOWHERE IS SAFE… NOT FROM HIM.']","['Kill', 'Ms.Jones', 'Kill', 'Ms.Jones', 'Trapp']","[""['Sadness', 'Joy']"", ""['Joy']"", ""['Sadness', 'Surprise']"", ""['Fear', 'Surprise']"", ""['Sadness']""]","[1, 1, 2, 3, 4]","[1, 2, 1, 1, 1]",1643,TEST,American Vampire vol. 4 - #7,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001643/images/page00013.jpg
668,QC copy - 1643 - 23 American Vampire vol. 4 - AVC2 7.xlsx,14,"['VELVET…', '#PANT# ...WHERE… WHERE YOU GOING SO FAST?', ""#PANT# WRONG FUCKIN' NUMBER."", ""@SKINNER? IT'S ME."", '@I HAD A FEELING. YOU ALL RIGHT?', ""NO… NO I'M NOT."", ""EVER SINCE WE FOUGHT THE GRAY TRADER… I JUST… I HAVE THESE DREAMS AND EVEN WHEN I'M AWAKE…"", '@DID HE CHANGE THINGS FOR YOU?']","['Skinner', 'Skinner', 'Skinner', 'Ms.Jones', 'Skinner', 'Ms.Jones', 'Ms.Jones', 'Ms.Jones']","[""['Sadness']"", ""['Sadness', 'Surprise']"", ""['Anger']"", ""['Fear', 'Surprise']"", ""['Fear']"", ""['Fear']"", ""['Fear']"", ""['Fear', 'Surprise']""]","[1, 2, 3, 3, 4, 4, 4, 4]","[2, 1, 1, 2, 1, 2, 3, 4]",1643,TEST,American Vampire vol. 4 - #7,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001643/images/page00014.jpg
669,QC copy - 1643 - 23 American Vampire vol. 4 - AVC2 7.xlsx,15,"['...', ""IT'S JUST BAD DREAMS, DOLLY. EVERYTHING'S FINE."", ""DON'T DO THAT. YOU KNOW WHAT I MEAN. EVERYTHING OUT THERE… AFTER MEETING HIM, THE HUNGER COMING OFF HIM, THE… COLDNESS…"", ""THINGS DON'T SEEM DARKER TO YOU?"", ""DARKER. CHRIST, KID. ALL FOR SOME WORM IN THE GROUND? HELL I'VE HAD MEANER IN FUCKING TEQUILA. FUCK HIM. AND FUCK THE GRAY TRAITOR OR TRADER OR WHATEVER HE IS."", 'GO BACK TO SLEEP, PEARL…', '… EVERYTHING IS JUST FINE.']","['Skinner', 'Skinner', 'Ms.Jones', 'Ms.Jones', 'Skinner', 'Skinner', 'Skinner']","[""['Fear', 'Sadness']"", ""['Fear', 'Sadness']"", ""['Fear', 'Sadness']"", ""['Fear', 'Sadness', 'Surprise']"", ""['Anger', 'Fear']"", ""['Anger', 'Fear']"", ""['Anger', 'Fear', 'Sadness']""]","[1, 1, 2, 2, 3, 3, 4]","[1, 2, 1, 2, 1, 2, 1]",1643,TEST,American Vampire vol. 4 - #7,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001643/images/page00015.jpg
670,QC copy - 1643 - 23 American Vampire vol. 4 - AVC2 7.xlsx,16,"['SAY GOODBYE, SWEET.', '#PANT# YOU THREE THE NEW MAIDS? I GOT SOME PISS ON THE TOILET SEAT FOR YOU.', ""I'M NOT GOING TO PRETEND I'M SORRY ABOUT THIS."", ""WELL I AM SORRY, SKINNER. BUT YOU'RE INFECTED. JUST LIKE THE GIRL BACK AT PRESTON HOUSE. YOU'RE GOING TO CHANGE INTO ONE OF HIS MINIONS. IT COULD HAPPEN AT ANY MOMENT.""]","['Agent Bixby', 'Skinner', 'Cal', 'Cal']","[""['Anger', 'Sadness']"", ""['Anger', 'Surprise']"", ""['Sadness']"", ""['Fear', 'Sadness']""]","[1, 2, 3, 4]","[1, 1, 1, 1]",1643,TEST,American Vampire vol. 4 - #7,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001643/images/page00016.jpg
671,QC copy - 1643 - 23 American Vampire vol. 4 - AVC2 7.xlsx,17,"[""I AIN'T A LITTLE GIRL, ASSHOLES. I CAN FIGHT THIS."", 'THERE IS NO FIGHTING THE INFECTION, SWEET. NO ONE EVER HAS.', ""I'M AFRAID HE'S RIGHT, ' K IB."", ""ALL RIGHT THEN… I GUESSSSSSS IT'S OK CORRAL TIME."", ""LET'S SEE WHO'S THE FASTER DRAW."", '#Oooh…']","['Skinner', 'Agent Bixby', 'Homo Abominus', 'Skinner', 'Skinner', 'ID- 14']","[""['Anger', 'Disgust']"", ""['Anger']"", ""['Fear', 'Surprise']"", ""['Anger']"", ""['Anger']"", ""['Surprise']""]","[1, 2, 2, 3, 3, 4]","[1, 1, 2, 1, 2, 1]",1643,TEST,American Vampire vol. 4 - #7,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001643/images/page00017.jpg
672,QC copy - 1643 - 23 American Vampire vol. 4 - AVC2 7.xlsx,18,['Can we play?!'],['ID- 14'],"[""['Surprise']""]",[1],[1],1643,TEST,American Vampire vol. 4 - #7,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001643/images/page00018.jpg
673,QC copy - 1643 - 23 American Vampire vol. 4 - AVC2 7.xlsx,19,"['WHAT THE FUCK ARE THEY?!', ""THEY'RE SIXTH BREED! THE BEAST'S PARASITES! HUMANS WHO--"", '#Screeee!', 'LOOK OUT!', ""DAMMIT, SWEET, PROVE YOURSELF AND I'LL LET IT GO! HELP US! NOW!"", 'SWEET?!']","['Cal', 'Agent Bixby', 'ID- 14', 'Agent Bixby', 'Agent Bixby', 'Agent Bixby']","[""['Anger', 'Surprise']"", ""['Anger', 'Fear', 'Surprise']"", ""['Anger']"", ""['Fear', 'Surprise']"", ""['Anger', 'Fear']"", ""['Anger', 'Fear', 'Surprise']""]","[1, 1, 2, 2, 3, 4]","[1, 2, 1, 2, 1, 1]",1643,TEST,American Vampire vol. 4 - #7,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001643/images/page00019.jpg
674,QC copy - 1643 - 23 American Vampire vol. 4 - AVC2 7.xlsx,20,['#HSSS!'],['Skinner'],"[""['Anger']""]",[2],[1],1643,TEST,American Vampire vol. 4 - #7,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001643/images/page00020.jpg
675,QC copy - 1644 - 23 American Vampire vol. 4 - AVC2 8.xlsx,1,"['WHAT THE HELL… SKINNER…?!', ""IT'S TOO LATE, POOLE! HE'S TURNED INTO ONE OF THEM!"", ""DAMMIT, SWEET! IF THERE'S ANYTHING LEFT OF YOU IN THERE, YOU--"", ' #UNH!#', ""SKINNER, LISTEN TO ME, YOU'RE ONE OF US. YOU'RE ONE OF THE GOOD GUYS! WHATEVER THEY'RE SAYING TO YOU, DON'T LIST--"", '#AAAAGH!!!', ""I'd worry about yourself, good sir.""]","['Cal', 'Agent Bixby', 'Agent Bixby', 'Agent Bixby', 'Cal', 'Cal', 'ID- 14']","[""['Anger', 'Fear', 'Surprise']"", ""['Fear']"", ""['Anger', 'Fear']"", ""['Anger', 'Fear']"", ""['Fear', 'Sadness']"", ""['Fear', 'Surprise']"", ""['Anger']""]","[1, 1, 2, 4, 4, 5, 5]","[1, 2, 1, 1, 2, 1, 2]",1644,TRAIN,American Vampire vol. 4 - #8,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001644/images/page00001.jpg
676,QC copy - 1644 - 23 American Vampire vol. 4 - AVC2 8.xlsx,2,"['#Eeeee!', 'BACK TO THE PALE LAKES OF ""DUAT"" WITH YOU, WORM!', '#AAARGH!', 'THIS IS HOW YOU WANT IT TO END FOR YOU, EH? THE GREAT SKINNER SWEET? TURNED INTO A SLAVE, A LOUSY SIXTH HERE AT THE CANDY STRIPER MOTEL ON ROUTE FOUR?', ""WELL, HERE'S WHAT I THINK OF YOUR GLORIOUS END--"", 'Go on cowboy, Kill him. what are you waiting for?!']","['ID- 14', 'Homo Abominus', 'Homo Abominus', 'Agent Bixby', 'Agent Bixby', 'ID- 14']","[""['Anger', 'Fear']"", ""['Anger']"", ""['Anger', 'Fear']"", ""['Anger', 'Fear']"", ""['Anger', 'Fear']"", ""['Anger']""]","[1, 1, 2, 3, 4, 5]","[2, 3, 1, 1, 2, 1]",1644,TRAIN,American Vampire vol. 4 - #8,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001644/images/page00002.jpg
677,QC copy - 1644 - 23 American Vampire vol. 4 - AVC2 8.xlsx,3,"[""I said do it! What's the matter with you?! Don't you see, cowboy? The frontier is closed for you. You're with us now. Consider yourself… deputized. Heh."", 'Cowboy! what are you--?!']","['ID- 14', 'ID- 14']","[""['Anger']"", ""['Anger', 'Surprise']""]","[1, 4]","[1, 1]",1644,TRAIN,American Vampire vol. 4 - #8,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001644/images/page00003.jpg
678,QC copy - 1644 - 23 American Vampire vol. 4 - AVC2 8.xlsx,4,"['Mutineer! Traitor!', ""You fool! You're his now! You, me, all of us, we are his teeming insect tongue! insects that--"", 'BUUUGS…', '… WIIINDDDSHIELD.']","['ID- 14', 'ID- 14', 'Skinner', 'Skinner']","[""['Anger']"", ""['Anger']"", ""['Anger']"", ""['Anger']""]","[1, 2, 2, 2]","[1, 1, 2, 3]",1644,TRAIN,American Vampire vol. 4 - #8,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001644/images/page00004.jpg
679,QC copy - 1644 - 23 American Vampire vol. 4 - AVC2 8.xlsx,5,"[""No… there's no need, I'm retreating! Cowboy, listen to me! Cowb--"", 'SWEET.', 'SWEET.']","['ID- 14', 'Skinner', 'Skinner']","[""['Fear']"", ""['Anger']"", ""['Anger']""]","[2, 3, 6]","[2, 1, 1]",1644,TRAIN,American Vampire vol. 4 - #8,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001644/images/page00005.jpg
680,QC copy - 1644 - 23 American Vampire vol. 4 - AVC2 8.xlsx,6,"['IS IT ME OR DOES IT SMELL SWEET IN HERE? ALMOST LIKE--', '--CHERRIES?', ""IT'S THE SILICATE IN BRUN'S SALIVA. USED TO FORTIFY STONE."", 'WE CLOSE?', ""ALL THAT'S LEFT IS UP.""]","['Ms.Jones', 'Felicia Book', 'Felicia Book', 'Felicia Book', 'Brun']","[""['Surprise']"", ""['Fear', 'Surprise']"", '[Neutral]', ""['Surprise']"", ""['Anger', 'Sadness']""]","[2, 2, 3, 4, 5]","[2, 3, 1, 1, 1]",1644,TRAIN,American Vampire vol. 4 - #8,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001644/images/page00006.jpg
681,QC copy - 1644 - 23 American Vampire vol. 4 - AVC2 8.xlsx,7,"[""BRUN'S KIND, THEY BUILD THEIR TUNNELS NEAR A THOUSAND FEET DOWN, WHERE THE TEMPERATURE IS HIGHER. THE RESIN IN THEIR SPIT, IT HARDENS IN THE HEAT, KEEPING WALLS FROM CAVING IN. WE'RE HELPING IT ALONG."", ""THEIR SKIN REACTS TO HEAT, TOO. IT HARDENS IN THE SUN, TOUGHENS. IT'S WHY THEY SIT FOR SO LONG. GUARDIANS. GARGOYLES. ANOTHER FUN FACT: THEIR OFFSPRING GROW IN THEIR FINGERS. GOOD OLD BRUN IS PREGNANT RIGHT NOW."", ""YOU'RE TALKING TO KEEP MY MIND OFF WHAT WE'RE ABOUT TO DO, AREN'T YOU?"", ""HEH. I USE IT ON MY SON, GUS. I'M SORRY."", ""NO OFFENSE TAKEN. MY HUSBAND WAS EX-MILITARY. I'M USED TO IT. BUT I'M READY."", 'SO WE GET UP THERE, OUR LIAISON…', ""HE'S ONE OF THE FEW PEOPLE LEFT I TRUST."", 'GENERAL DIZZY ROZYCKI. BRUN AND I HAVE WORKED WITH HIM FOR NEARLY A DECADE. ALONG THE KOREAN BORDER THROUGHOUT THE LATE FIFTIES, RUNNING PLASMA. THEN THE THREE OF US WORKED TOGETHER AGAIN IN VIETNAM LAST YEAR.', ""JOHNSON WAS ABOUT TO USE A CHEMICAL AGENT DEVISED FROM THE SPINAL FLUID OF A SPECIES CALLED G'UL."", 'GHOULS?', ""YES. WELL, NOT EXACTLY, BUT NOW'S NOT THE TIME FOR UNDEAD HAIR-SPLITTING. THE CHEMICAL COULD HAVE CAUSED A CANNIBALISTIC PANDEMIC ACROSS SOUTHEAST ASIA."", 'ZOMBIES JUST EAT FLESH, THAT WOULD HAVE BEEN BAD ENOUGH BUT GHOULS EAT BONE MARROW. IT WOULD HAVE BEEN EVEN WORSE.', ""HE'S A GOOD EGG, IS THE POINT. ONE OF THOSE PEOPLE YOU WORRY ISN'T LONG FOR THIS WORLD. HAS TOO GOOD A HEART. ANYWAY…""]","['Felicia Book', 'Felicia Book', 'Ms.Jones', 'Felicia Book', 'Ms.Jones', 'Ms.Jones', 'Felicia Book', 'Felicia Book', 'Felicia Book', 'Ms.Jones', 'Felicia Book', 'Felicia Book', 'Felicia Book']","['[Neutral]', '[Neutral]', ""['Anger', 'Fear', 'Surprise']"", ""['Sadness', 'Joy']"", ""['Anger', 'Sadness']"", ""['Surprise']"", ""['Sadness']"", ""['Sadness']"", ""['Sadness']"", ""['Surprise']"", ""['Fear']"", ""['Fear']"", ""['Sadness', 'Joy']""]","[1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[1, 2, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12]",1644,TRAIN,American Vampire vol. 4 - #8,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001644/images/page00007.jpg
682,QC copy - 1644 - 23 American Vampire vol. 4 - AVC2 8.xlsx,8,"[""… WE GO UP, HE'LL BE WAITING. HE'S GOING TO INTRODUCE US AS FLIGHT INSTRUCTORS FROM THE NINETY-NINES, THE HISTORIC WOMEN'S AVIATION SOCIETY. WE'RE THERE TO SEE THE AIRSTRIP, THE SURFACE, NOTHING BELOW, NOTHING SECRET.HE'LL SNEAK US IN, TAKE US DOWN TO THE BUNKER WHERE THE ISKAKKU IS BEING KEPT. WE ATTACK TOGETHER, MAKE OUR WAY OUT…"", 'FELICIA, LET ME ASK. WHAT IS THE ISKAKKU? IS IT A BEAM? SOME KIND OF CANNON? A MISSILE? HOW ARE WE GOING TO--', ""I DON'T KNOW, PEARL."", ""I DON'T KNOW WHAT IT IS."", ""IT'S ONE OF THE FEW SECRETS BEYOND MY KNOWLEDGE."", 'ONE TIME THOUGH, WHEN I WAS A GIRL IN THE NEW YORK VMS STATION, REGINALD DAKOTA CAME TO HOBBES, EXCITED, AND I HEARD THEM TALKING ABOUT IT. SOMETHING CALLED ISKAKKU.', 'AND I HEARD HOBBES SAY THE PHRASE, "" BLOOD OF LIGHT. ""', 'BLOOD OF LIGHT? BUT IF ALL HOMO ABOMINUS WAS BORN OF--', 'HEY, TIME TO JOIN THE ARMY.', '"" DON\'T GO INTO THE LIGHT… ""']","['Felicia Book', 'Ms.Jones', 'Felicia Book', 'Felicia Book', 'Felicia Book', 'Felicia Book', 'Felicia Book', 'Ms.Jones', 'Brun', 'Cal']","['[Neutral]', ""['Fear', 'Surprise']"", ""['Fear', 'Sadness']"", ""['Fear', 'Sadness']"", ""['Fear', 'Sadness']"", ""['Surprise']"", ""['Fear', 'Sadness']"", ""['Fear', 'Surprise']"", ""['Anger']"", ""['Fear']""]","[1, 1, 2, 2, 3, 3, 3, 3, 4, 4]","[1, 2, 1, 2, 1, 2, 3, 4, 1, 2]",1644,TRAIN,American Vampire vol. 4 - #8,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001644/images/page00008.jpg
683,QC copy - 1644 - 23 American Vampire vol. 4 - AVC2 8.xlsx,9,"[""… YOU HEAR ME, SWEET? OR GO INTO THE LIGHT. I DON'T EVEN CARE ANYMORE."", ""HE'S STILL OUT. LOOK, WE NEED TO--"", ""I AIN'T OUT."", ""I'M IN #COUGH#."", ""SO, AM I TO ASSUME THAT YOU'VE CHANGED YOUR MIND ON KILLING ME, AND INSTEAD YOU'RE SELLING MY BODY TO SCIENCE?"", 'HENCE THE NEIGHBORS ON THE OTHER SIDE OF THE GLASS.', ""THE THREE SISTERS. THAT'S WHAT THEY CALL THOSE THREE. EVERY MISSION THEY'RE SUPPOSED TO FLY HAS BEEN CANCELED. FATE."", ""AND SPEAKING OF FATE, WE'RE IN A BUNKER BENEATH THE LAUNCH COMPLEX. IT'S THE ONLY PLACE I CAN BE SURE WE'LL BE SAFE. AND YOU… YOU'RE ALIVE BECAUSE NOW WE NEED SOMETHING FROM YOU."", 'WE NEED… WE NEED YOU TO GO UP.', 'UP, INTO SPACE.', ""IN CASE YOU HADN'T NOTICED, I GOT MY OWN FUCKIN' PROBLEMS, BIXBY."", 'FINE. THEN WE CAN END THIS NOW.', ""LOOK, BELIEVE, ME, THERE'S NO BEING ON EARTH I'D LESS LIKE TO SEND UP THERE, BUT THE FACT IS, YOU'RE ALL WE HAVE."", 'AND HOW DO YOU FIGURE THAT?']","['Cal', 'Agent Bixby', 'Skinner', 'Skinner', 'Skinner', 'Skinner', 'Agent Bixby', 'Agent Bixby', 'Agent Bixby', 'Skinner', 'Skinner', 'Agent Bixby', 'Agent Bixby', 'Skinner']","[""['Fear', 'Sadness']"", ""['Fear', 'Sadness']"", ""['Fear']"", ""['Fear', 'Sadness']"", ""['Fear', 'Sadness', 'Surprise']"", ""['Fear', 'Sadness', 'Surprise']"", ""['Sadness']"", ""['Fear', 'Sadness']"", ""['Fear', 'Sadness']"", ""['Fear', 'Surprise']"", ""['Anger', 'Sadness']"", ""['Anger']"", ""['Anger']"", ""['Sadness', 'Surprise']""]","[1, 1, 1, 2, 2, 3, 3, 3, 4, 4, 4, 5, 5, 5]","[1, 2, 3, 1, 2, 1, 2, 3, 1, 2, 3, 1, 2, 3]",1644,TRAIN,American Vampire vol. 4 - #8,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001644/images/page00009.jpg
684,QC copy - 1644 - 23 American Vampire vol. 4 - AVC2 8.xlsx,10,"['"" THE SATELLITE UP THERE, WE NEED TWO PEOPLE TO COMPLETE THE OPERATION. ONE TO EJECT THE CURRENT FILM, THE OTHER TO CATCH THAT FILM AND DESTROY IT.', ""JOEL IS CURRENTLY BEING LICKED BACK TOGETHER BY DUNG BEETLES. SCARABIDAE. THEY REPAIR NECROTIC TISSUE IN HIS KIND. POINT IS, HE'S OFF THE TABLE FOR THE MISSION. OUR BEST MAN. SO ALL WE HAVE… IS YOU."", 'I GET IT, BUT STILL, WHAT IF I HAVE ANOTHER ONSET OF WHATEVER THE HELL THAT WAS?', '"" THAT DRIP IN YOUR ARM IS GOLD. IT\'S LIKELY THE MOST EXPENSIVE IV IN HISTORY. THE VIRUS IN YOUR BLOOD THRIVES ON HEALTH.', '"" THE WEAKER WE KEEP YOU, THE LESS INCLINED YOUR BODY IS TO TRANSFORM AGAIN.', '"" THE BAD NEWS IS, WE\'LL HAVE TO KEEP UPPING THE DOSE. TO STAVE OFF THE TRANSFORMATION. AND EVENTUALLY, IT WILL KILL YOU.', ""SO MY CHOICES ARE, A BULLET HERE ON SOLID GROUND, OR A SLOW DEATH FLOATING UP IN THE VOID? I THINK I'LL TAKE THE BULLET."", ""THAT ISSSSS, IF YOU'RE MAN ENOUGH TO AIM STRAIGHT!""]","['Agent Bixby', 'Agent Bixby', 'Skinner', 'Agent Bixby', 'Agent Bixby', 'Agent Bixby', 'Skinner', 'Skinner']","['[Neutral]', '[Neutral]', ""['Anger', 'Fear', 'Surprise']"", '[Neutral]', '[Neutral]', ""['Sadness']"", ""['Anger', 'Fear', 'Sadness']"", ""['Anger', 'Fear', 'Sadness']""]","[1, 1, 1, 1, 1, 1, 3, 3]","[1, 2, 3, 4, 5, 6, 1, 2]",1644,TRAIN,American Vampire vol. 4 - #8,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001644/images/page00010.jpg
685,QC copy - 1644 - 23 American Vampire vol. 4 - AVC2 8.xlsx,11,"[""IF THAT'S WHAT YOU WANT, SWEET. BUT…"", '… THERE MIGHT BE A CURE FOR YOUR BITE.', '… BULLSHIT.', ""THERE'S A COUNCIL, SKINNER. DIFFERENT SPECIES, OLDER SPECIES. COUNCIL OF THE FIRSTS. I DON'T KNOW IF YOU'VE HEARD OF THEM, BUT THEY MIGHT BE ABLE TO HELP YOU."", 'MIGHT.', ""YOU DO THIS, YOU PULL IT OFF, I'LL HELP YOU FIND THEM. SEE IF THERE'S A CURE."", 'OR, WE COULD TAKE TEN PACES.', ""HE'S TELLING THE TRUTH, SKINNER. AND EVEN IF HE'S LYING ABOUT HELPING YOU, I'M NOT. BUT WE NEED TO DO THIS. WE DO.""]","['Agent Bixby', 'Agent Bixby', 'Skinner', 'Agent Bixby', 'Agent Bixby', 'Agent Bixby', 'Agent Bixby', 'Cal']","[""['Anger', 'Sadness']"", ""['Anger', 'Sadness']"", ""['Anger', 'Fear', 'Sadness']"", ""['Anger', 'Fear']"", ""['Anger', 'Fear']"", ""['Anger', 'Fear', 'Sadness']"", ""['Anger', 'Sadness']"", ""['Sadness']""]","[1, 1, 3, 3, 3, 3, 3, 4]","[1, 2, 1, 2, 3, 4, 5, 1]",1644,TRAIN,American Vampire vol. 4 - #8,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001644/images/page00011.jpg
686,QC copy - 1644 - 23 American Vampire vol. 4 - AVC2 8.xlsx,12,"[""WHAT'S IT GOING TO BE, SWEET?"", ""YOU'RE PREACHING TO THE CHOIR, ASSHOLE."", '"" I\'VE GOT A BAD FEELING ABOUT THIS… ""']","['Agent Bixby', 'Skinner', 'Skinner']","[""['Anger', 'Surprise']"", ""['Anger', 'Disgust']"", ""['Anger', 'Fear']""]","[1, 5, 5]","[1, 1, 2]",1644,TRAIN,American Vampire vol. 4 - #8,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001644/images/page00012.jpg
